発生日時,終了日時,実作業時間,主な作業内容
2026/05/07 10:27,2026/05/07 10:27,0:05,Webサイト（①社用ノートパソコン管理台帳 (version 1).xlsb  -  共有  -  自動回復済み - Excel）の閲覧・調査
2026/05/07 10:27,2026/05/07 10:27,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/07 10:27,2026/05/07 10:27,0:05,Webサイト（テプラ クリエイター）の閲覧・調査
2026/05/07 10:27,2026/05/07 10:33,0:05,Webサイト（KING JIM SR950）の閲覧・調査 / Webサイト（シートの選択）の閲覧・調査 / Webサイト（テプラ クリエイター -）の閲覧・調査 / Webサイト（テプラ クリエイター）の閲覧・調査 / Webサイト（データ読み込み）の閲覧・調査 / Webサイト（流し込みデータ選択）の閲覧・調査 / Webサイト（読み込み方法の選択）の閲覧・調査 / 新規/開く
2026/05/07 10:33,2026/05/07 10:33,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 10:34,2026/05/07 10:34,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 10:34,2026/05/07 10:36,0:05,Webサイト（KING JIM SR950）の閲覧・調査 / Webサイト（テプラ クリエイター -）の閲覧・調査 / Webサイト（テプラ クリエイター）の閲覧・調査 / 流し込み
2026/05/07 10:37,2026/05/07 10:37,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 10:37,2026/05/07 10:37,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 10:40,2026/05/07 10:40,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 10:41,2026/05/07 10:41,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 10:41,2026/05/07 10:45,0:05,Webサイト（KING JIM SR950）の閲覧・調査 / Webサイト（テプラ クリエイター -）の閲覧・調査 / Webサイト（テプラ クリエイター）の閲覧・調査 / Webサイト（名前を付けて保存）の閲覧・調査 / 流し込み
2026/05/07 10:45,2026/05/07 10:46,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 10:46,2026/05/07 10:47,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 10:47,2026/05/07 10:48,0:05,Webサイト（KING JIM SR950）の閲覧・調査 / Webサイト（テプラ クリエイター -）の閲覧・調査 / Webサイト（テプラ クリエイター）の閲覧・調査 / 流し込み
2026/05/07 10:51,2026/05/07 10:51,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 10:51,2026/05/07 10:51,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 10:51,2026/05/07 10:51,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 10:51,2026/05/07 10:52,0:05,サイボウズ（forestway.cybozu.com/o/ag.cgi?page=MyFolderIndex および他 2 ページ）での情報確認・処理 / サイボウズ（ファイルの詳細 - サイボウズ Office および他 2 ページ）での情報確認・処理 / サイボウズ（メッセージの詳細 - サイボウズ Office および他 2 ページ）での情報確認・処理 / サイボウズ（メッセージの詳細...
2026/05/07 10:52,2026/05/07 10:52,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査 / Webサイト（iLOケーブルタグ - Google スプレッドシート）の閲覧・調査 / Webサイト（テプラ クリエイター -）の閲覧・調査
2026/05/07 10:52,2026/05/07 10:53,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査 / Webサイト（テプラ クリエイター -）の閲覧・調査 / Webサイト（名前を付けて保存）の閲覧・調査 / 流し込み
2026/05/07 10:53,2026/05/07 10:53,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/07 10:53,2026/05/07 10:53,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査 / Webサイト（テプラ クリエイター -）の閲覧・調査 / Webサイト（テプラ クリエイター）の閲覧・調査
2026/05/07 10:53,2026/05/07 10:53,0:05,メール（Re: ノートPCの御見積書送付）の閲覧・作成
2026/05/07 10:53,2026/05/07 10:54,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査 / Webサイト（①社用ノートパソコン管理台帳 (version 1).xlsb  -  共有  -  自動回復済み - Excel）の閲覧・調査
2026/05/07 10:54,2026/05/07 10:54,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:54,2026/05/07 10:54,0:05,Webサイト（移動または??コピー）の閲覧・調査
2026/05/07 10:54,2026/05/07 10:54,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:54,2026/05/07 10:54,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査
2026/05/07 10:54,2026/05/07 10:54,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:54,2026/05/07 10:54,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査
2026/05/07 10:54,2026/05/07 10:54,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:54,2026/05/07 10:54,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査
2026/05/07 10:54,2026/05/07 10:54,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:55,2026/05/07 10:55,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査
2026/05/07 10:55,2026/05/07 10:55,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:55,2026/05/07 10:55,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査
2026/05/07 10:55,2026/05/07 10:55,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:55,2026/05/07 10:55,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査
2026/05/07 10:55,2026/05/07 10:55,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:55,2026/05/07 10:55,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査
2026/05/07 10:55,2026/05/07 10:55,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:56,2026/05/07 10:56,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査
2026/05/07 10:56,2026/05/07 10:56,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:56,2026/05/07 10:56,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査
2026/05/07 10:56,2026/05/07 10:56,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:57,2026/05/07 10:57,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査
2026/05/07 10:57,2026/05/07 10:57,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:57,2026/05/07 10:57,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査
2026/05/07 10:57,2026/05/07 10:57,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:57,2026/05/07 10:57,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査
2026/05/07 10:57,2026/05/07 10:57,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:57,2026/05/07 10:57,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査
2026/05/07 10:57,2026/05/07 10:57,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:58,2026/05/07 10:58,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査
2026/05/07 10:58,2026/05/07 10:58,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:58,2026/05/07 10:58,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査
2026/05/07 10:58,2026/05/07 10:58,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:58,2026/05/07 10:58,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査
2026/05/07 10:58,2026/05/07 10:58,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:58,2026/05/07 10:58,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査
2026/05/07 10:58,2026/05/07 10:58,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:59,2026/05/07 10:59,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査 / Webサイト（テプラ クリエイター -）の閲覧・調査 / Webサイト（テプラ クリエイター）の閲覧・調査
2026/05/07 10:59,2026/05/07 11:02,0:05,Webサイト（シートの選択）の閲覧・調査 / Webサイト（テプラ クリエイター -）の閲覧・調査 / Webサイト（テプラ クリエイター）の閲覧・調査 / Webサイト（データ読み込み）の閲覧・調査 / Webサイト（流し込みデータ選択）の閲覧・調査 / Webサイト（読み込み方法の選択）の閲覧・調査 / 新規/開く
2026/05/07 11:04,2026/05/07 11:04,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / Webサイト（テプラ クリエイター）の閲覧・調査 / Webサイト（名前を付けて保存）の閲覧・調査 / 新規/開く
2026/05/07 11:04,2026/05/07 11:08,0:05,Webサイト（シートの選択）の閲覧・調査 / Webサイト（テプラ クリエイター -）の閲覧・調査 / Webサイト（テプラ クリエイター）の閲覧・調査 / Webサイト（データ読み込み）の閲覧・調査 / Webサイト（流し込みデータ選択）の閲覧・調査 / Webサイト（読み込み方法の選択）の閲覧・調査 / 新規/開く
2026/05/07 11:09,2026/05/07 11:09,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 11:09,2026/05/07 11:09,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 11:10,2026/05/07 11:10,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 11:10,2026/05/07 11:10,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 11:10,2026/05/07 11:11,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 11:11,2026/05/07 11:11,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 11:11,2026/05/07 11:11,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 11:11,2026/05/07 11:12,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 11:12,2026/05/07 11:12,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 11:12,2026/05/07 11:12,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 11:12,2026/05/07 11:13,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 11:13,2026/05/07 11:13,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 11:13,2026/05/07 11:13,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 11:13,2026/05/07 11:13,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 11:13,2026/05/07 11:13,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 11:14,2026/05/07 11:14,0:05,Webサイト（KING JIM SR950）の閲覧・調査 / Webサイト（テプラ クリエイター -）の閲覧・調査 / Webサイト（テプラ クリエイター）の閲覧・調査 / 流し込み
2026/05/07 11:15,2026/05/07 11:15,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 11:15,2026/05/07 11:16,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 11:17,2026/05/07 11:20,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 11:20,2026/05/07 11:20,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / 流し込み
2026/05/07 11:21,2026/05/07 11:38,0:16,Webサイト（KING JIM SR950）の閲覧・調査 / Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査 / Webサイト（テプラ クリエイター -）の閲覧・調査 / Webサイト（テプラ クリエイター）の閲覧・調査 / 流し込み
2026/05/07 11:38,2026/05/07 11:38,0:05,"PDF資料（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20240701.pdf）の確認"
2026/05/07 11:38,2026/05/07 11:38,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査
2026/05/07 11:38,2026/05/07 11:38,0:05,"Excelファイル（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20240701.xlsx）の入力・編集 / Excelファイル（TEPRA.xlsx）の入力・編集"
2026/05/07 11:40,2026/05/07 11:40,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査
2026/05/07 11:40,2026/05/07 11:40,0:05,Excelファイル（TEPRA.xlsx）の入力・編集
2026/05/07 11:40,2026/05/07 11:40,0:05,Webサイト（iLOケーブルタグ - Google スプレッドシート および他 3 ページ）の閲覧・調査
