日付,時間,作業内容
2026/05/01,17:45:54,[外部ログ] C:\Program Files\WindowsApps\Microsoft.WindowsConfigurationDesigner_2025.416.0.0_x86__8wekyb3d8bbwe\icd\ICD.exe
2026/05/01,17:45:55,[外部ログ] Windows11 Pro キッティング自動化手法 - Google Gemini - Google Chrome
2026/05/01,17:45:58,[外部ログ] 2026/5/1 現在のUSD/JPY相場分析。調べてみて。GWを挟み今後のは？　 2024年のゴールデンウィーク（GW）を彷彿とさせる、極めて神経質な「介入... - Comet
2026/05/01,17:45:58,[外部ログ] Windows11 Pro キッティング自動化手法 - Google Gemini - Google Chrome
2026/05/01,17:46:00,[外部ログ] Snipping Tool
2026/05/01,17:46:01,[外部ログ] Windows11 Pro キッティング自動化手法 - Google Gemini - Google Chrome
2026/05/01,17:46:02,[外部ログ] 付箋
2026/05/01,17:46:06,[外部ログ] Windows Configuration Designer
2026/05/01,17:46:06,[外部ログ] 
2026/05/01,17:46:07,[外部ログ] Windows Configuration Designer
2026/05/01,17:46:16,[外部ログ] 付箋
2026/05/01,17:46:17,[外部ログ] Program Manager
2026/05/01,17:46:18,[外部ログ] 検索
2026/05/01,17:46:19,[外部ログ] スタート
2026/05/01,17:46:20,[外部ログ] Program Manager
2026/05/01,17:46:21,[外部ログ] 
2026/05/01,17:46:23,[外部ログ] 検索
2026/05/01,17:46:35,[外部ログ] スタート
2026/05/01,17:46:36,[外部ログ] 検索
2026/05/01,17:46:36,[外部ログ] Terminal
2026/05/01,17:46:36,[外部ログ] C:\Program Files\WindowsApps\Microsoft.WindowsConfigurationDesigner_2025.416.0.0_x86__8wekyb3d8bbwe\icd\ICD.exe
2026/05/01,17:46:37,[外部ログ] 付箋
2026/05/01,17:46:40,[外部ログ] 
2026/05/01,17:46:41,[外部ログ] Windows Configuration Designer
2026/05/01,17:46:50,[外部ログ] 
2026/05/01,17:46:51,[外部ログ] Windows Configuration Designer
2026/05/01,17:47:05,[外部ログ] 
2026/05/01,17:47:05,[外部ログ] Windows Configuration Designer
2026/05/01,17:47:10,[外部ログ] 開く
2026/05/01,17:47:28,[外部ログ] 使用中のフォルダー
2026/05/01,17:47:32,[外部ログ] 開く
2026/05/01,17:47:38,[外部ログ] Windows Configuration Designer
2026/05/01,17:47:45,[外部ログ] 
2026/05/01,17:47:47,[外部ログ] 付箋
2026/05/01,17:47:48,[外部ログ] Program Manager
2026/05/01,17:47:49,[外部ログ] 
2026/05/01,17:47:50,[外部ログ] C:\Users\フォーレスト026\Desktop\伊藤作業用\キッティングデータ とその他 1 個のタブ - エクスプローラー
2026/05/01,17:47:53,[外部ログ] PCその他のタブを 2 する - エクスプローラー
2026/05/01,17:47:57,[外部ログ] ドキュメントその他のタブを 2 する - エクスプローラー
2026/05/01,17:47:57,[外部ログ] C:\Users\フォーレスト026\Desktop\OneDrive - フォーレスト株式会社\ドキュメントその他のタブを 2 する - エクスプローラー
2026/05/01,17:48:04,[外部ログ] 20251121?Windowsキッティングツールその他のタブを 2 する - エクスプローラー
2026/05/01,17:48:04,[外部ログ] C:\Users\フォーレスト026\Desktop\OneDrive - フォーレスト株式会社\ドキュメント\20251121?Windowsキッティングツールその他のタブを 2 する - エクスプローラー
2026/05/01,17:48:16,[外部ログ] バックアップその他のタブを 2 する - エクスプローラー
2026/05/01,17:48:16,[外部ログ] C:\Users\フォーレスト026\Desktop\OneDrive - フォーレスト株式会社\ドキュメント\20251121?Windowsキッティングツール\バックアップその他のタブを 2 する - エクスプローラー
2026/05/01,17:48:20,[外部ログ] 20251121?Windowsキッティングツールその他のタブを 2 する - エクスプローラー
2026/05/01,17:48:20,[外部ログ] C:\Users\フォーレスト026\Desktop\OneDrive - フォーレスト株式会社\ドキュメント\20251121?Windowsキッティングツールその他のタブを 2 する - エクスプローラー
2026/05/01,17:48:24,[外部ログ] フォルダーの削除
2026/05/01,17:48:26,[外部ログ] C:\Users\フォーレスト026\Desktop\OneDrive - フォーレスト株式会社\ドキュメント\20251121?Windowsキッティングツールその他のタブを 2 する - エクスプローラー
2026/05/01,17:48:28,[外部ログ] ドキュメントその他のタブを 2 する - エクスプローラー
2026/05/01,17:48:28,[外部ログ] C:\Users\フォーレスト026\Desktop\OneDrive - フォーレスト株式会社\ドキュメントその他のタブを 2 する - エクスプローラー
2026/05/01,17:48:36,[外部ログ] Desktopその他のタブを 2 する - エクスプローラー
2026/05/01,17:48:38,[外部ログ] 伊藤作業用その他のタブを 2 する - エクスプローラー
2026/05/01,17:48:38,[外部ログ] C:\Users\フォーレスト026\Desktop\伊藤作業用その他のタブを 2 する - エクスプローラー
2026/05/01,17:48:40,[外部ログ] キッティングデータその他のタブを 2 する - エクスプローラー
2026/05/01,17:48:40,[外部ログ] C:\Users\フォーレスト026\Desktop\伊藤作業用\キッティングデータその他のタブを 2 する - エクスプローラー
2026/05/01,17:48:47,[外部ログ] 伊藤作業用その他のタブを 2 する - エクスプローラー
2026/05/01,17:48:47,[外部ログ] C:\Users\フォーレスト026\Desktop\伊藤作業用その他のタブを 2 する - エクスプローラー
2026/05/01,17:48:48,[外部ログ] C:\Users\フォーレスト026\Desktop\伊藤作業用\キッティングデータその他のタブを 2 する - エクスプローラー
2026/05/01,17:48:48,[外部ログ] キッティングデータ2その他のタブを 2 する - エクスプローラー
2026/05/01,17:48:48,[外部ログ] C:\Users\フォーレスト026\Desktop\伊藤作業用\キッティングデータ2その他のタブを 2 する - エクスプローラー
2026/05/01,17:49:11,[外部ログ] 
2026/05/01,17:49:11,[外部ログ] Windows Configuration Designer のジャンプ リスト
2026/05/01,17:49:11,[外部ログ] Google Chrome のジャンプ リスト
2026/05/01,17:49:12,[外部ログ] 
2026/05/01,17:49:13,[外部ログ] Google Chrome
2026/05/01,17:49:15,"[外部ログ] 受信トレイ (14,823) - t_ito@forest.co.jp - フォーレスト株式会社 メール - Google Chrome"
2026/05/01,17:49:15,[外部ログ] 新しいタブ - Google Chrome
2026/05/01,17:49:18,[外部ログ] フォーレスト株式会社 メール
2026/05/01,17:49:18,[外部ログ] 新しいタブ
2026/05/01,17:49:20,[外部ログ] ログイン - Google アカウント - Google Chrome
2026/05/01,17:49:21,[外部ログ] ログイン - Google アカウント
2026/05/01,17:49:23,"[外部ログ] 受信トレイ (15,770) - t_ito@forest.co.jp - フォーレスト株式会社 メール"
2026/05/01,17:49:33,[外部ログ] ユーザーリスト - 管理コンソール - Google Chrome
2026/05/01,17:49:35,"[外部ログ] 受信トレイ (15,770) - t_ito@forest.co.jp - フォーレスト株式会社 メール"
2026/05/01,17:49:36,[外部ログ] ユーザーリスト - 管理コンソール
2026/05/01,17:49:46,[外部ログ] ユーザーリスト - 管理コンソール
2026/05/01,17:49:48,[外部ログ] アカウント設定 - 管理コンソール - Google Chrome
2026/05/01,17:50:00,[外部ログ] 管理コンソール - Google Chrome
2026/05/01,17:50:02,[外部ログ] 管理コンソール
2026/05/01,17:50:10,[外部ログ] ユーザーリスト - 管理コンソール - Google Chrome
2026/05/01,17:50:11,[外部ログ] ユーザーリスト - 管理コンソール
2026/05/01,17:50:18,[外部ログ] 管理コンソール - Google Chrome
2026/05/01,17:50:19,[外部ログ] 管理コンソール
2026/05/01,17:50:34,[外部ログ] 検索 - 管理コンソール - Google Chrome
2026/05/01,17:50:36,[外部ログ] 検索 - 管理コンソール
2026/05/01,17:50:39,[外部ログ] 管理コンソール - Google Chrome
2026/05/01,17:50:40,[外部ログ] 管理コンソール
2026/05/01,17:50:48,[外部ログ] サブスクリプション - 管理コンソール - Google Chrome
2026/05/01,17:50:50,[外部ログ] サブスクリプション - 管理コンソール
2026/05/01,17:53:28,[外部ログ] サブスクリプション - 管理コンソール
2026/05/01,17:53:30,[外部ログ] Google Workspace Business Standard - 管理コンソール - Google Chrome
2026/05/01,17:53:40,[外部ログ] ユーザーリスト - 管理コンソール - Google Chrome
2026/05/01,17:53:41,[外部ログ] ユーザーリスト - 管理コンソール
2026/05/01,17:53:55,[外部ログ] C:\Users\フォーレスト026\Desktop\伊藤作業用\キッティングデータ2その他のタブを 2 する - エクスプローラー
2026/05/01,17:54:49,[外部ログ] 
2026/05/01,17:54:51,[外部ログ] Program Manager
2026/05/01,17:54:51,[外部ログ] 検索
2026/05/01,17:55:04,[外部ログ] スタート
2026/05/01,17:55:04,[外部ログ] 検索
2026/05/01,17:55:04,[外部ログ] Windows Terminal
2026/05/01,17:55:04,[外部ログ] Terminal
2026/05/01,17:55:05,[外部ログ] C:\Program Files\WindowsApps\Microsoft.WindowsConfigurationDesigner_2025.416.0.0_x86__8wekyb3d8bbwe\icd\ICD.exe
2026/05/01,17:55:05,[外部ログ] C:\Users\フォーレスト026\Desktop\伊藤作業用\キッティングデータ2その他のタブを 2 する - エクスプローラー
2026/05/01,17:55:09,[外部ログ] 
2026/05/01,17:55:09,[外部ログ] Windows Configuration Designer
2026/05/01,17:55:23,[外部ログ] 
2026/05/01,17:55:25,[外部ログ] Windows Configuration Designer
2026/05/01,17:55:26,[外部ログ] 
2026/05/01,17:55:28,[外部ログ] Windows Configuration Designer
2026/05/01,17:55:33,[外部ログ] 開く
2026/05/01,17:55:51,[外部ログ] 使用中のフォルダー
2026/05/01,17:55:53,[外部ログ] 0 項目がリサイクルされました
2026/05/01,17:55:53,[外部ログ] 使用中のフォルダー
2026/05/01,17:55:56,[外部ログ] 開く
2026/05/01,17:55:57,[外部ログ] Windows Configuration Designer
2026/05/01,17:56:16,[外部ログ] 
2026/05/01,17:56:17,[外部ログ] 使用中のフォルダー
2026/05/01,17:56:19,[外部ログ] C:\Users\フォーレスト026\Desktop\伊藤作業用\キッティングデータ2その他のタブを 2 する - エクスプローラー
2026/05/01,17:56:20,[外部ログ] Windows Configuration Designer
2026/05/01,17:56:22,[外部ログ] 
2026/05/01,17:56:24,[外部ログ] Windows Configuration Designer
2026/05/01,17:56:30,[外部ログ] 
2026/05/01,17:56:31,[外部ログ] Windows Configuration Designer
2026/05/01,17:56:33,[外部ログ] 開く
2026/05/01,17:56:35,[外部ログ] Windows Configuration Designer
2026/05/01,17:56:40,[外部ログ] New project
2026/05/01,17:56:47,[外部ログ] フォルダーの参照
2026/05/01,17:57:09,[外部ログ] New project
2026/05/01,17:57:20,[外部ログ] 
2026/05/01,17:57:22,[外部ログ] C:\Users\フォーレスト026\Desktop\伊藤作業用 - エクスプローラー
2026/05/01,17:57:25,[外部ログ] キッティングデータ - エクスプローラー
2026/05/01,17:57:25,[外部ログ] C:\Users\フォーレスト026\Desktop\伊藤作業用\キッティングデータ - エクスプローラー
2026/05/01,17:57:30,[外部ログ] 伊藤作業用 - エクスプローラー
2026/05/01,17:57:30,[外部ログ] C:\Users\フォーレスト026\Desktop\伊藤作業用 - エクスプローラー
2026/05/01,17:57:37,[外部ログ] New project
2026/05/01,17:57:39,[外部ログ] フォルダーの参照
2026/05/01,17:57:46,[外部ログ] New project
2026/05/01,17:57:52,[外部ログ] C:\Users\フォーレスト026\Desktop\伊藤作業用 - エクスプローラー
2026/05/01,17:57:53,[外部ログ] キッティングデータ - エクスプローラー
2026/05/01,17:57:53,[外部ログ] C:\Users\フォーレスト026\Desktop\伊藤作業用\キッティングデータ - エクスプローラー
2026/05/01,17:57:55,[外部ログ] New project
2026/05/01,17:57:55,[外部ログ] 
2026/05/01,17:57:57,[外部ログ] New project
2026/05/01,17:57:57,[外部ログ] Windows Configuration Designer
2026/05/01,17:57:59,[外部ログ] New project
2026/05/01,17:58:02,[外部ログ] フォルダーの参照
2026/05/01,17:58:17,[外部ログ] New project
2026/05/01,17:58:18,[外部ログ] Windows Configuration Designer
2026/05/01,17:58:18,[外部ログ] 
2026/05/01,17:58:19,[外部ログ] Windows Configuration Designer
2026/05/01,18:59:28,[外部ログ] Antigravity
2026/05/01,18:59:32,[外部ログ] タスク スケジューラ
2026/05/01,18:59:32,[外部ログ] Program Manager
2026/05/01,18:59:34,[外部ログ] 
2026/05/01,18:59:35,[外部ログ] C:\Users\フォーレスト026\Desktop\伊藤作業用\キッティングデータその他のタブを 2 する - エクスプローラー
2026/05/01,20:37:34,[ブラウザ(手動)] 閲覧: リモート アクセス - Chrome リモート デスクトップ
2026/05/01,20:37:35,[ブラウザ(手動)] 閲覧: LINE Notify
2026/05/01,20:37:35,[ブラウザ(手動)] 閲覧: ミズノヤ から 東京女子医科大学病院 - Google マップ
2026/05/01,20:37:35,[ブラウザ(手動)] 閲覧: MT5 乖離アラートインジケーター作成 - Google Gemini
2026/05/01,20:37:38,[ブラウザ(手動)] 閲覧: 秘密手法を加えたボリンジャーバンドMT5/MT4インジケーター無料公開！アラートとRSI/MAフィルター機能付き | FXキーストン
2026/05/01,20:37:41,[ブラウザ(手動)] 閲覧: ミズノヤ から 東京女子医科大学病院 - Google マップ
2026/05/01,20:37:43,[ブラウザ(手動)] 閲覧: ミズノヤ から 東京女子医科大学病院 - Google マップ
2026/05/01,20:38:52,[ブラウザ(手動)] 閲覧: ミズノヤ から 東京女子医科大学病院 - Google マップ
2026/05/01,20:38:54,[ブラウザ(手動)] 閲覧: LINE Notify
2026/05/01,20:39:02,[ブラウザ(手動)] 閲覧: Acuradio - Google 検索
2026/05/01,20:39:06,[ブラウザ(手動)] 閲覧: Free Internet Radio | AccuRadio Online
2026/05/01,20:39:33,[ブラウザ(手動)] 閲覧: Hits (Top 40) - Listen to Free Radio Stations - AccuRadio
2026/05/01,20:41:47,[ブラウザ(手動)] 閲覧: Hits (Top 40) - Listen to Free Radio Stations - AccuRadio
2026/05/01,20:42:34,[ブラウザ(手動)] 閲覧: Punk & Underground - Listen to Free Radio Stations - AccuRadio
2026/05/01,20:42:37,[ブラウザ(手動)] 閲覧: AccuRadio - Log-in - AccuRadio
2026/05/01,21:00:26,[ブラウザ(手動)] 閲覧: MT5 乖離アラートインジケーター作成 - Google Gemini
2026/05/01,21:20:17,[ブラウザ(手動)] 閲覧: AccuRadio - Log-in - AccuRadio
2026/05/01,21:59:47,[ブラウザ(手動)] 閲覧: FX OANDA くそ板 - Google 検索
2026/05/01,21:59:51,[ブラウザ(手動)] 閲覧: FXのオーダーブック(オープンオーダー・ポジション) OANDA Japan
2026/05/01,22:42:02,[ブラウザ(手動)] 閲覧: Messaging APIの料金 | LINE Developers
2026/05/02,08:59:33,[ブラウザ(Edge)] 閲覧: Windows for Education ドキュメント - Windows Education | Microsoft Learn
2026/05/02,08:59:36,[ブラウザ(Edge)] 閲覧: Windows構成デザイナー 使い方 - 検索
2026/05/02,08:59:36,[ブラウザ(Edge)] 閲覧: IT 担当者向けの構成サービス プロバイダー | Microsoft Learn
2026/05/02,08:59:40,[ブラウザ(Edge)] 閲覧: メッセージの送信 - サイボウズ Office
2026/05/02,08:59:42,[外部ログ] Perplexity - Comet
2026/05/02,08:59:47,[外部ログ] 2026/5/1 現在のUSD/JPY相場分析。調べてみて。GWを挟み今後のは？　 2024年のゴールデンウィーク（GW）を彷彿とさせる、極めて神経質な「介入... - Comet
2026/05/02,08:59:49,[外部ログ] メッセージの送信 - サイボウズ Office
2026/05/02,08:59:49,[外部ログ] windows構成デザイナー 日本語化 - 検索
2026/05/02,08:59:49,[外部ログ] Adobe - Adobe Acrobat Reader をダウンロード
2026/05/02,08:59:49,[外部ログ] Windows Update　配信　プレビュー - 検索
2026/05/02,08:59:49,[外部ログ] Windows 11 24H2/25H2 オプションパッチ「KB5083631」公開：新機能と修正内容の詳細 - enjoypclife.net
2026/05/02,08:59:49,[外部ログ] Windows構成デザイナー 使い方 - 検索
2026/05/02,08:59:49,[外部ログ] IT 担当者向けの構成サービス プロバイダー | Microsoft Learn
2026/05/02,08:59:49,[外部ログ] Windows for Education ドキュメント - Windows Education | Microsoft Learn
2026/05/02,08:59:50,[外部ログ] 起動しています - Excel
2026/05/02,08:59:56,[外部ログ] 000 (version 1).xlsb  -  自動回復済み - Excel
2026/05/02,08:59:56,[外部ログ] Excel
2026/05/02,08:59:56,[外部ログ] ①社用ノートパソコン管理台帳 (version 1).xlsb - Excel
2026/05/02,08:59:56,[外部ログ] ①社用ノートパソコン管理台帳 (version 1).xlsb  -  共有 - Excel
2026/05/02,08:59:57,[外部ログ] ①社用ノートパソコン管理台帳 (version 1).xlsb  -  共有  -  自動回復済み - Excel
2026/05/02,08:59:57,[ブラウザ(Edge)] 閲覧: windows構成デザイナー 日本語化 - 検索
2026/05/02,09:00:08,[外部ログ] 2026/5/1 現在のUSD/JPY相場分析。調べてみて。GWを挟み今後のは？　 2024年のゴールデンウィーク（GW）を彷彿とさせる、極めて神経質な「介入... - Comet
